filename,kind,model,date,time_ref,geometry,cutoff,origin,nativefmt,start,stop,step,dispo_time,vapp,vconf,experiment,block,namespace,alternate
pprod_frj2j3_[date]_maj12,gridpoint,alpha,0,utc,eurw1s40,production,historic,grib,51,96,3,12,promethee,france_j2j3,OPER,MAJ12,vortex.cache.fr,pprod_frj2j3_[date]_maj11
pprod_frj2j3_[date]_maj13,gridpoint,alpha,0,utc,eurw1s40,production,historic,grib,51,96,3,13,promethee,france_j2j3,OPER,MAJ13,vortex.cache.fr,pprod_frj2j3_[date]_maj12
pprod_frj2j3_[date]_maj14,gridpoint,alpha,0,utc,eurw1s40,production,historic,grib,51,96,3,14,promethee,france_j2j3,OPER,MAJ14,vortex.cache.fr,pprod_frj2j3_[date]_maj13
pprod_frj2j3_[date]_maj15,gridpoint,alpha,0,utc,eurw1s40,production,historic,grib,51,96,3,15,promethee,france_j2j3,OPER,MAJ15,vortex.cache.fr,pprod_frj2j3_[date]_maj14
pprod_frj2j3_[date]_maj16,gridpoint,alpha,0,utc,eurw1s40,production,historic,grib,51,96,3,16,promethee,france_j2j3,OPER,MAJ16,vortex.cache.fr,pprod_frj2j3_[date]_maj15
pprod_frj2j3_[date]_maj17,gridpoint,alpha,0,utc,eurw1s40,production,historic,grib,51,96,3,17,promethee,france_j2j3,OPER,MAJ17,vortex.cache.fr,pprod_frj2j3_[date]_maj16
pprod_frj2j3_[date]_maj18,gridpoint,alpha,0,utc,eurw1s40,production,historic,grib,51,96,3,18,promethee,france_j2j3,OPER,MAJ18,vortex.cache.fr,pprod_frj2j3_[date]_maj17
pprod_frj2j3_[date]_maj19,gridpoint,alpha,0,utc,eurw1s40,production,historic,grib,51,96,3,19,promethee,france_j2j3,OPER,MAJ19,vortex.cache.fr,pprod_frj2j3_[date]_maj18
pprod_frj2j3_[date]_maj20,gridpoint,alpha,0,utc,eurw1s40,production,historic,grib,51,96,3,20,promethee,france_j2j3,OPER,MAJ20,vortex.cache.fr,pprod_frj2j3_[date]_maj19
pprod_frj2j3_[date]_maj21,gridpoint,alpha,0,utc,eurw1s40,production,historic,grib,51,120,3,21,promethee,france_j2j3,OPER,MAJ21,vortex.cache.fr,pprod_frj2j3_[date]_maj20
pprod_frj2j3_[date]_maj22,gridpoint,alpha,0,utc,eurw1s40,production,historic,grib,51,120,3,22,promethee,france_j2j3,OPER,MAJ22,vortex.cache.fr,pprod_frj2j3_[date]_maj21
pprod_frj2j3_[date]_maj23,gridpoint,alpha,0,utc,eurw1s40,production,historic,grib,51,120,3,23,promethee,france_j2j3,OPER,MAJ23,vortex.cache.fr,pprod_frj2j3_[date]_maj22
pprod_moj2j3_[date]_maj1,gridpoint,alpha,0,utc,glob025,production,historic,grib,63,96,3,9,promethee,monde_j2j3,OPER,MAJ1,vortex.cache.fr,pprod_moj2j3_[date-1]_maj2
pprod_moj2j3_[date]_maj2,gridpoint,alpha,0,utc,glob025,production,historic,grib,63,120,3,21,promethee,monde_j2j3,OPER,MAJ2,vortex.cache.fr,pprod_moj2j3_[date]_maj1
pprod_moj4j14_[date]_maj1,gridpoint,alpha,0,utc,glob025,production,historic,grib,99,336,3,8,promethee,monde_j4j14,OPER,MAJ1,vortex.cache.fr,pprod_moj4j14_[date-1]_maj2
pprod_moj4j14_[date]_maj2,gridpoint,alpha,0,utc,glob025,production,historic,grib,99,360,3,20,promethee,monde_j4j14,OPER,MAJ2,vortex.cache.fr,pprod_moj4j14_[date]_maj1
pewire_[date]_03,gridpoint,promethee,3,utc,eurw1s40,production,historic,grib,1,51,1,7,promethee,pewire,INTG,forecast,vortex.cache.fr,pewire_[date-1]_21
pewire_[date]_09,gridpoint,promethee,9,utc,eurw1s40,production,historic,grib,1,51,1,15,promethee,pewire,INTG,forecast,vortex.cache.fr,pewire_[date]_03
pewire_[date]_15,gridpoint,promethee,15,utc,eurw1s40,production,historic,grib,1,51,1,20,promethee,pewire,INTG,forecast,vortex.cache.fr,pewire_[date]_09
pewire_[date]_21,gridpoint,promethee,21,utc,eurw1s40,production,historic,grib,1,51,1,27,promethee,pewire,INTG,forecast,vortex.cache.fr,pewire_[date]_15
peir_jj1_[date]_00,gridpoint,psym,0,utc,eurw1s100,production,historic,grib,1,48,1,5,promethee,peir_jj1,INTG,forecast,vortex.cache.fr,peir_jj1_[date-1]_18
peir_jj1_[date]_06,gridpoint,psym,6,utc,eurw1s100,production,historic,grib,1,42,1,11,promethee,peir_jj1,INTG,forecast,vortex.cache.fr,peir_jj1_[date]_00
peir_jj1_[date]_12,gridpoint,psym,12,utc,eurw1s100,production,historic,grib,1,36,1,16,promethee,peir_jj1,INTG,forecast,vortex.cache.fr,peir_jj1_[date]_06
peir_jj1_[date]_18,gridpoint,psym,18,utc,eurw1s100,production,historic,grib,1,52,1,22,promethee,peir_jj1,INTG,forecast,vortex.cache.fr,peir_jj1_[date]_12
peir_j2j3_[date]_00,gridpoint,psym,0,utc,eurw1s40,production,historic,grib,51,96,3,5,promethee,peir_j2j3,INTG,forecast,vortex.cache.fr,peir_j2j3_[date-1]_18
peir_j2j3_[date]_06,gridpoint,psym,6,utc,eurw1s40,production,historic,grib,45,90,3,11,promethee,peir_j2j3,INTG,forecast,vortex.cache.fr,peir_j2j3_[date]_00
peir_j2j3_[date]_12,gridpoint,psym,12,utc,eurw1s40,production,historic,grib,39,84,3,16,promethee,peir_j2j3,INTG,forecast,vortex.cache.fr,peir_j2j3_[date]_06
peir_j2j3_[date]_18,gridpoint,psym,18,utc,eurw1s40,production,historic,grib,33,102,3,22,promethee,peir_j2j3,INTG,forecast,vortex.cache.fr,peir_j2j3_[date]_12
